UKPRN,HE Provider,student_from,n_students,academic_year
10000248,Academy of Live and Recorded Arts,Redcar and Cleveland,0,14/15
10000248,Academy of Live and Recorded Arts,Rutland,0,14/15
10000248,Academy of Live and Recorded Arts,Shropshire,0,14/15
10000248,Academy of Live and Recorded Arts,Slough,0,14/15
10000248,Academy of Live and Recorded Arts,Somerset,5,14/15
10000248,Academy of Live and Recorded Arts,South Gloucestershire,0,14/15
10000248,Academy of Live and Recorded Arts,South Yorkshire,0,14/15
10000248,Academy of Live and Recorded Arts,Southend-on-Sea,0,14/15
10000248,Academy of Live and Recorded Arts,Staffordshire,0,14/15
10000248,Academy of Live and Recorded Arts,Stockton-on-Tees,0,14/15
10000248,Academy of Live and Recorded Arts,Suffolk,0,14/15
10000248,Academy of Live and Recorded Arts,Surrey,5,14/15
10000248,Academy of Live and Recorded Arts,Swindon,0,14/15
10000248,Academy of Live and Recorded Arts,Telford and Wrekin,0,14/15
10000248,Academy of Live and Recorded Arts,Thurrock,0,14/15
10000248,Academy of Live and Recorded Arts,Torbay,0,14/15
10000248,Academy of Live and Recorded Arts,Tyne and Wear,0,14/15
10000248,Academy of Live and Recorded Arts,Warrington,0,14/15
10000248,Academy of Live and Recorded Arts,Warwickshire,0,14/15
10000248,Academy of Live and Recorded Arts,West Berkshire,0,14/15
10000248,Academy of Live and Recorded Arts,West Midlands,10,14/15
10000248,Academy of Live and Recorded Arts,West Sussex,0,14/15
10000248,Academy of Live and Recorded Arts,West Yorkshire,10,14/15
10000248,Academy of Live and Recorded Arts,Wiltshire,5,14/15
10000248,Academy of Live and Recorded Arts,Windsor and Maidenhead,0,14/15
10000248,Academy of Live and Recorded Arts,Wokingham,0,14/15
10000248,Academy of Live and Recorded Arts,Worcestershire,0,14/15
10000248,Academy of Live and Recorded Arts,England (county unitary authority unknown),0,14/15
10000248,Academy of Live and Recorded Arts,Total England,175,14/15
10000248,Academy of Live and Recorded Arts,Total,190,14/15
10000291,Anglia Ruskin University,Bath and North East Somerset,10,14/15
10000291,Anglia Ruskin University,Bedford,125,14/15
10000291,Anglia Ruskin University,Blackburn with Darwen,5,14/15
10000291,Anglia Ruskin University,Blackpool,5,14/15
10000291,Anglia Ruskin University,Bournemouth,5,14/15
10000291,Anglia Ruskin University,Bracknell Forest,20,14/15
10000291,Anglia Ruskin University,Brighton and Hove,20,14/15
10000291,Anglia Ruskin University,Buckinghamshire,90,14/15
10000291,Anglia Ruskin University,Cambridgeshire,2790,14/15
10000291,Anglia Ruskin University,Central Bedfordshire,150,14/15
10000291,Anglia Ruskin University,Cheshire East,10,14/15
10000291,Anglia Ruskin University,Cheshire West and Chester,10,14/15
10000291,Anglia Ruskin University,City of Bristol,20,14/15
10000291,Anglia Ruskin University,City of Derby,20,14/15
10000291,Anglia Ruskin University,City of Kingston upon Hull,15,14/15
10000291,Anglia Ruskin University,City of Leicester,55,14/15
10000291,Anglia Ruskin University,City of Nottingham,20,14/15
10000291,Anglia Ruskin University,City of Plymouth,10,14/15
10000291,Anglia Ruskin University,City of Portsmouth,15,14/15
10000291,Anglia Ruskin University,City of Southampton,10,14/15
10000291,Anglia Ruskin University,City of Stoke-on-Trent,10,14/15
10000291,Anglia Ruskin University,City of York,5,14/15
10000291,Anglia Ruskin University,Cornwall,35,14/15
10000291,Anglia Ruskin University,County Durham,15,14/15
10000291,Anglia Ruskin University,Cumbria,25,14/15
10000291,Anglia Ruskin University,Darlington,5,14/15
10000291,Anglia Ruskin University,Derbyshire,40,14/15
10000291,Anglia Ruskin University,Devon,45,14/15
10000291,Anglia Ruskin University,Dorset,25,14/15
10000291,Anglia Ruskin University,East Riding of Yorkshire,15,14/15
10000291,Anglia Ruskin University,East Sussex,40,14/15
10000291,Anglia Ruskin University,Essex,3725,14/15
10000291,Anglia Ruskin University,Gloucestershire,25,14/15
10000291,Anglia Ruskin University,Greater London,2895,14/15
10000291,Anglia Ruskin University,Greater Manchester,85,14/15
10000291,Anglia Ruskin University,Halton,0,14/15
10000291,Anglia Ruskin University,Hampshire,110,14/15
10000291,Anglia Ruskin University,Hartlepool,5,14/15
10000291,Anglia Ruskin University,Herefordshire,5,14/15
10000291,Anglia Ruskin University,Hertfordshire,685,14/15
10000291,Anglia Ruskin University,Isle of Wight,5,14/15
10000291,Anglia Ruskin University,Isles of Scilly,0,14/15
10000291,Anglia Ruskin University,Kent,240,14/15
10000291,Anglia Ruskin University,Lancashire,25,14/15
10000291,Anglia Ruskin University,Leicestershire,75,14/15
10000291,Anglia Ruskin University,Lincolnshire,370,14/15
10000291,Anglia Ruskin University,Luton,80,14/15
10000291,Anglia Ruskin University,Medway,40,14/15
10000291,Anglia Ruskin University,Merseyside,40,14/15
10000291,Anglia Ruskin University,Middlesbrough,0,14/15
10000291,Anglia Ruskin University,Milton Keynes,85,14/15
10000291,Anglia Ruskin University,Norfolk,1000,14/15
10000291,Anglia Ruskin University,North East Lincolnshire,5,14/15
10000291,Anglia Ruskin University,North Lincolnshire,10,14/15
10000291,Anglia Ruskin University,North Somerset,10,14/15
10000291,Anglia Ruskin University,North Yorkshire,30,14/15
10000291,Anglia Ruskin University,Northamptonshire,195,14/15
10000291,Anglia Ruskin University,Northumberland,15,14/15
10000291,Anglia Ruskin University,Nottinghamshire,70,14/15
10000291,Anglia Ruskin University,Oxfordshire,80,14/15
10000291,Anglia Ruskin University,Peterborough,680,14/15
10000291,Anglia Ruskin University,Poole,10,14/15
10000291,Anglia Ruskin University,Reading,10,14/15
10000291,Anglia Ruskin University,Redcar and Cleveland,0,14/15
10000291,Anglia Ruskin University,Rutland,20,14/15
10000291,Anglia Ruskin University,Shropshire,25,14/15
10000291,Anglia Ruskin University,Slough,15,14/15
10000291,Anglia Ruskin University,Somerset,35,14/15
10000291,Anglia Ruskin University,South Gloucestershire,15,14/15
10000291,Anglia Ruskin University,South Yorkshire,50,14/15
10000291,Anglia Ruskin University,Southend-on-Sea,410,14/15
10000291,Anglia Ruskin University,Staffordshire,50,14/15
10000291,Anglia Ruskin University,Stockton-on-Tees,10,14/15
10000291,Anglia Ruskin University,Suffolk,1040,14/15
10000291,Anglia Ruskin University,Surrey,120,14/15
10000291,Anglia Ruskin University,Swindon,10,14/15
10000291,Anglia Ruskin University,Telford and Wrekin,10,14/15
10000291,Anglia Ruskin University,Thurrock,250,14/15
10000291,Anglia Ruskin University,Torbay,5,14/15
10000291,Anglia Ruskin University,Tyne and Wear,35,14/15
10000291,Anglia Ruskin University,Warrington,5,14/15
10000291,Anglia Ruskin University,Warwickshire,45,14/15
10000291,Anglia Ruskin University,West Berkshire,10,14/15
10000291,Anglia Ruskin University,West Midlands,175,14/15
10000291,Anglia Ruskin University,West Sussex,60,14/15
10000291,Anglia Ruskin University,West Yorkshire,100,14/15
10000291,Anglia Ruskin University,Wiltshire,35,14/15
10000291,Anglia Ruskin University,Windsor and Maidenhead,15,14/15
10000291,Anglia Ruskin University,Wokingham,15,14/15
10000291,Anglia Ruskin University,Worcestershire,35,14/15
10000291,Anglia Ruskin University,England (county unitary authority unknown),10,14/15
10000291,Anglia Ruskin University,Total England,16880,14/15
10000291,Anglia Ruskin University,Total,17110,14/15
10000381,Arts Educational Schools,Bath and North East Somerset,0,14/15
10000381,Arts Educational Schools,Bedford,0,14/15
10000381,Arts Educational Schools,Blackburn with Darwen,0,14/15
10000381,Arts Educational Schools,Blackpool,0,14/15
10000381,Arts Educational Schools,Bournemouth,0,14/15
10000381,Arts Educational Schools,Bracknell Forest,0,14/15
10000381,Arts Educational Schools,Brighton and Hove,0,14/15
10000381,Arts Educational Schools,Buckinghamshire,10,14/15
10000381,Arts Educational Schools,Cambridgeshire,5,14/15
10000381,Arts Educational Schools,Central Bedfordshire,0,14/15
10000381,Arts Educational Schools,Cheshire East,0,14/15
10000381,Arts Educational Schools,Cheshire West and Chester,0,14/15
10000381,Arts Educational Schools,City of Bristol,0,14/15
10000381,Arts Educational Schools,City of Derby,0,14/15
10000381,Arts Educational Schools,City of Kingston upon Hull,0,14/15
10000381,Arts Educational Schools,City of Leicester,0,14/15
10000381,Arts Educational Schools,City of Nottingham,0,14/15
10000381,Arts Educational Schools,City of Plymouth,0,14/15
10000381,Arts Educational Schools,City of Portsmouth,0,14/15
10000381,Arts Educational Schools,City of Southampton,0,14/15
10000381,Arts Educational Schools,City of Stoke-on-Trent,0,14/15
10000381,Arts Educational Schools,City of York,0,14/15
10000381,Arts Educational Schools,Cornwall,0,14/15
10000381,Arts Educational Schools,County Durham,5,14/15
10000381,Arts Educational Schools,Cumbria,0,14/15
10000381,Arts Educational Schools,Darlington,0,14/15
10000381,Arts Educational Schools,Derbyshire,0,14/15
10000381,Arts Educational Schools,Devon,5,14/15
10000381,Arts Educational Schools,Dorset,5,14/15
10000381,Arts Educational Schools,East Riding of Yorkshire,0,14/15
10000381,Arts Educational Schools,East Sussex,5,14/15
10000381,Arts Educational Schools,Essex,5,14/15
10000381,Arts Educational Schools,Gloucestershire,0,14/15
10000381,Arts Educational Schools,Greater London,55,14/15
10000381,Arts Educational Schools,Greater Manchester,10,14/15
10000381,Arts Educational Schools,Halton,0,14/15
10000381,Arts Educational Schools,Hampshire,10,14/15
10000381,Arts Educational Schools,Hartlepool,0,14/15
10000381,Arts Educational Schools,Herefordshire,0,14/15
10000381,Arts Educational Schools,Hertfordshire,10,14/15
10000381,Arts Educational Schools,Isle of Wight,0,14/15
10000381,Arts Educational Schools,Isles of Scilly,0,14/15
10000381,Arts Educational Schools,Kent,5,14/15
10000381,Arts Educational Schools,Lancashire,0,14/15
10000381,Arts Educational Schools,Leicestershire,5,14/15
10000381,Arts Educational Schools,Lincolnshire,5,14/15
10000381,Arts Educational Schools,Luton,0,14/15
10000381,Arts Educational Schools,Medway,0,14/15
10000381,Arts Educational Schools,Merseyside,5,14/15
10000381,Arts Educational Schools,Middlesbrough,0,14/15
10000381,Arts Educational Schools,Milton Keynes,0,14/15
10000381,Arts Educational Schools,Norfolk,0,14/15
10000381,Arts Educational Schools,North East Lincolnshire,0,14/15
10000381,Arts Educational Schools,North Lincolnshire,0,14/15
10000381,Arts Educational Schools,North Somerset,0,14/15
10000381,Arts Educational Schools,North Yorkshire,0,14/15
10000381,Arts Educational Schools,Northamptonshire,0,14/15
10000381,Arts Educational Schools,Northumberland,0,14/15
10000381,Arts Educational Schools,Nottinghamshire,0,14/15
10000381,Arts Educational Schools,Oxfordshire,5,14/15
10000381,Arts Educational Schools,Peterborough,0,14/15
10000381,Arts Educational Schools,Poole,0,14/15
10000381,Arts Educational Schools,Reading,0,14/15
10000381,Arts Educational Schools,Redcar and Cleveland,0,14/15
10000381,Arts Educational Schools,Rutland,0,14/15
10000381,Arts Educational Schools,Shropshire,0,14/15
10000381,Arts Educational Schools,Slough,0,14/15
10000381,Arts Educational Schools,Somerset,0,14/15
10000381,Arts Educational Schools,South Gloucestershire,0,14/15
10000381,Arts Educational Schools,South Yorkshire,0,14/15
10000381,Arts Educational Schools,Southend-on-Sea,0,14/15
10000381,Arts Educational Schools,Staffordshire,5,14/15
10000381,Arts Educational Schools,Stockton-on-Tees,0,14/15
10000381,Arts Educational Schools,Suffolk,0,14/15
10000381,Arts Educational Schools,Surrey,5,14/15
10000381,Arts Educational Schools,Swindon,0,14/15
10000381,Arts Educational Schools,Telford and Wrekin,0,14/15
10000381,Arts Educational Schools,Thurrock,0,14/15
10000381,Arts Educational Schools,Torbay,0,14/15
10000381,Arts Educational Schools,Tyne and Wear,5,14/15
10000381,Arts Educational Schools,Warrington,0,14/15
10000381,Arts Educational Schools,Warwickshire,0,14/15
10000381,Arts Educational Schools,West Berkshire,0,14/15
10000381,Arts Educational Schools,West Midlands,0,14/15
10000381,Arts Educational Schools,West Sussex,0,14/15
10000381,Arts Educational Schools,West Yorkshire,5,14/15
10000381,Arts Educational Schools,Wiltshire,5,14/15
10000381,Arts Educational Schools,Windsor and Maidenhead,0,14/15
10000381,Arts Educational Schools,Wokingham,0,14/15
10000381,Arts Educational Schools,Worcestershire,0,14/15
10000381,Arts Educational Schools,England (county unitary authority unknown),0,14/15
10000381,Arts Educational Schools,Total England,200,14/15
10000381,Arts Educational Schools,Total,230,14/15
10007759,Aston University,Bath and North East Somerset,5,14/15
10007759,Aston University,Bedford,25,14/15
10007759,Aston University,Blackburn with Darwen,10,14/15
10007759,Aston University,Blackpool,5,14/15
10007759,Aston University,Bournemouth,5,14/15
10007759,Aston University,Bracknell Forest,10,14/15
10007759,Aston University,Brighton and Hove,10,14/15
10007759,Aston University,Buckinghamshire,80,14/15
10007759,Aston University,Cambridgeshire,35,14/15
10007759,Aston University,Central Bedfordshire,30,14/15
10007759,Aston University,Cheshire East,30,14/15
10007759,Aston University,Cheshire West and Chester,20,14/15
10007759,Aston University,City of Bristol,25,14/15
10007759,Aston University,City of Derby,70,14/15
10007759,Aston University,City of Kingston upon Hull,5,14/15
10007759,Aston University,City of Leicester,195,14/15
10007759,Aston University,City of Nottingham,30,14/15
10007759,Aston University,City of Plymouth,5,14/15
10007759,Aston University,City of Portsmouth,5,14/15
10007759,Aston University,City of Southampton,10,14/15
10007759,Aston University,City of Stoke-on-Trent,15,14/15
10007759,Aston University,City of York,15,14/15
10007759,Aston University,Cornwall,20,14/15
10007759,Aston University,County Durham,15,14/15
10007759,Aston University,Cumbria,5,14/15
10007759,Aston University,Darlington,5,14/15
10007759,Aston University,Derbyshire,45,14/15
10007759,Aston University,Devon,35,14/15
10007759,Aston University,Dorset,15,14/15
10007759,Aston University,East Riding of Yorkshire,20,14/15
10007759,Aston University,East Sussex,15,14/15
10007759,Aston University,Essex,75,14/15
10007759,Aston University,Gloucestershire,65,14/15
10007759,Aston University,Greater London,1130,14/15
10007759,Aston University,Greater Manchester,175,14/15
10007759,Aston University,Halton,0,14/15
10007759,Aston University,Hampshire,65,14/15
10007759,Aston University,Hartlepool,0,14/15
10007759,Aston University,Herefordshire,20,14/15
10007759,Aston University,Hertfordshire,110,14/15
10007759,Aston University,Isle of Wight,0,14/15
10007759,Aston University,Isles of Scilly,0,14/15
10007759,Aston University,Kent,80,14/15
10007759,Aston University,Lancashire,65,14/15
10007759,Aston University,Leicestershire,155,14/15
10007759,Aston University,Lincolnshire,50,14/15
10007759,Aston University,Luton,75,14/15
10007759,Aston University,Medway,15,14/15
10007759,Aston University,Merseyside,60,14/15
10007759,Aston University,Middlesbrough,5,14/15
10007759,Aston University,Milton Keynes,55,14/15
10007759,Aston University,Norfolk,40,14/15
10007759,Aston University,North East Lincolnshire,5,14/15
10007759,Aston University,North Lincolnshire,5,14/15
10007759,Aston University,North Somerset,10,14/15
10007759,Aston University,North Yorkshire,20,14/15
10007759,Aston University,Northamptonshire,135,14/15
10007759,Aston University,Northumberland,15,14/15
10007759,Aston University,Nottinghamshire,70,14/15
10007759,Aston University,Oxfordshire,70,14/15
10007759,Aston University,Peterborough,25,14/15
10007759,Aston University,Poole,5,14/15
10007759,Aston University,Reading,15,14/15
10007759,Aston University,Redcar and Cleveland,0,14/15
